Data,Valor
2023-10-19,255.17
2023-10-19,275.1
2023-10-19,255.17
2023-10-19,275.1
2023-10-20,255.17
2023-10-20,275.1
2023-10-20,255.17
2023-10-20,275.1
2023-10-20,255.17
2023-10-20,275.1
2023-10-21,255.17
2023-10-21,275.1
2023-10-21,255.17
2023-10-21,275.1
2023-10-21,255.17
2023-10-22,275.1
2023-10-22,255.17
2023-10-22,275.1
2023-10-22,255.17
2023-10-22,275.1
2023-10-22,255.17
2023-10-23,275.1
2023-10-23,255.17
2023-10-23,275.1
2023-10-23,255.17
2023-10-23,275.1
2023-10-24,255.17
2023-10-24,275.1
2023-10-24,249.99
2023-10-24,255.17
2023-10-24,275.1
2023-10-24,242.99
2023-10-25,275.1
2023-10-25,242.99
2023-10-25,275.1
2023-10-26,242.99
2023-10-26,275.1
2023-10-26,242.99
2023-10-26,275.1
2023-10-27,242.99
2023-10-27,275.1
2023-10-27,242.99
2023-10-27,274.78
2023-10-28,242.99
2023-10-28,274.78
2023-10-28,242.99
2023-10-28,274.78
2023-10-28,242.99
2023-10-28,274.78
2023-10-28,242.99
2023-10-28,275.1
2023-10-28,242.99
2023-10-29,274.78
2023-10-29,242.99
2023-10-29,274.78
2023-10-29,242.99
2023-10-29,274.78
2023-10-29,242.99
2023-10-29,274.78
2023-10-29,242.99
2023-10-30,274.78
2023-10-30,242.99
2023-10-30,274.78
2023-10-30,242.99
2023-10-30,274.78
2023-10-30,242.99
2023-10-30,274.78
2023-10-31,242.99
2023-10-31,274.78
2023-10-31,242.99
2023-10-31,264.99
2023-10-31,232.88
2023-10-31,262.99
2023-11-01,232.88
2023-11-01,262.99
2023-11-01,232.88
2023-11-01,262.99
2023-11-01,232.88
2023-11-02,262.99
2023-11-02,232.88
2023-11-02,262.99
2023-11-02,232.88
2023-11-02,240.38
2023-11-02,232.88
2023-11-02,262.99
2023-11-03,232.88
2023-11-03,262.99
2023-11-03,232.88
2023-11-03,262.99
2023-11-03,232.88
2023-11-03,262.99
2023-11-03,232.88
2023-11-03,262.97
2023-11-03,232.88
2023-11-04,262.97
2023-11-04,232.88
2023-11-04,262.97
2023-11-04,232.88
2023-11-04,262.97
2023-11-05,232.88
2023-11-05,262.97
2023-11-05,232.88
2023-11-05,262.97
2023-11-05,232.88
2023-11-06,262.97
2023-11-06,232.88
2023-11-06,262.97
2023-11-06,232.88
2023-11-06,262.97
2023-11-06,232.88
2023-11-06,262.97
2023-11-06,232.88
2023-11-07,262.97
2023-11-07,232.88
2023-11-07,262.97
2023-11-07,232.88
2023-11-07,262.97
2023-11-07,232.88
2023-11-07,262.97
2023-11-08,232.88
2023-11-08,262.97
2023-11-08,232.88
2023-11-08,262.97
2023-11-08,232.88
2023-11-08,262.97
2023-11-08,232.88
2023-11-08,261.99
2023-11-08,232.88
2023-11-09,261.99
2023-11-09,232.88
2023-11-09,261.99
2023-11-09,229.88
2023-11-09,261.99
2023-11-09,229.88
2023-11-10,262.97
2023-11-10,229.88
2023-11-10,262.97
2023-11-10,229.88
2023-11-10,262.97
2023-11-10,259.99
2023-11-10,229.88
2023-11-11,254.99
2023-11-11,229.88
2023-11-11,254.99
2023-11-11,229.88
2023-11-11,254.99
2023-11-11,229.88
2023-11-11,254.99
2023-11-12,229.88
2023-11-12,254.99
2023-11-12,229.88
2023-11-12,254.99
2023-11-12,229.88
2023-11-12,254.99
2023-11-12,229.88
2023-11-12,254.99
2023-11-13,229.88
2023-11-13,254.99
2023-11-13,229.88
2023-11-13,254.99
2023-11-13,229.88
2023-11-13,251.99
2023-11-14,229.88
2023-11-14,251.99
2023-11-14,229.88
2023-11-14,251.99
2023-11-14,229.88
2023-11-14,251.99
2023-11-15,229.88
2023-11-15,251.99
2023-11-15,229.88
2023-11-15,251.99
2023-11-15,229.88
2023-11-15,251.99
2023-11-15,229.88
2023-11-16,251.99
2023-11-16,229.88
2023-11-16,251.99
2023-11-16,229.88
2023-11-16,251.99
2023-11-16,229.38
2023-11-16,251.99
2023-11-16,229.38
2023-11-17,247.99
2023-11-17,229.38
2023-11-17,247.99
2023-11-17,251.99
2023-11-17,247.99
2023-11-17,229.38
2023-11-17,247.99
2023-11-17,229.38
2023-11-18,247.99
2023-11-18,229.38
2023-11-18,251.99
2023-11-18,247.99
2023-11-18,229.38
2023-11-18,251.99
2023-11-18,229.38
2023-11-19,249.09
2023-11-19,229.38
2023-11-19,249.09
2023-11-19,229.38
2023-11-19,249.09
2023-11-19,229.38
2023-11-19,251.99
2023-11-19,229.38
2023-11-20,251.99
2023-11-20,229.38
2023-11-20,251.99
2023-11-20,229.38
2023-11-20,251.99
2023-11-20,229.38
2023-11-20,249.09
2023-11-20,229.38
2023-11-21,251.99
2023-11-21,229.38
2023-11-21,251.99
2023-11-21,229.38
2023-11-21,251.99
2023-11-21,229.38
2023-11-22,259.09
2023-11-23,273.77
2023-11-23,273.68
2023-11-24,273.68
2023-11-27,270.8
2023-11-28,270.8
2023-11-28,273.68
2023-11-28,270.8
2023-11-29,270.8
2023-11-29,399.9
2023-11-29,270.8
2023-11-29,270.8
2023-11-30,270.8
2023-11-30,270.8
2023-11-30,270.8
2023-11-30,270.8
2023-12-01,273.68
2023-12-01,270.8
2023-12-01,273.68
2023-12-02,273.68
2023-12-02,399.9
2023-12-02,273.68
2023-12-02,273.68
2023-12-03,273.68
2023-12-03,273.68
2023-12-03,273.68
2023-12-03,273.68
2023-12-04,273.68
2023-12-05,272.8
2023-12-05,272.8
2023-12-05,269.9
2023-12-06,272.8
2023-12-06,272.8
2023-12-06,272.8
2023-12-07,272.8
2023-12-08,274.79
2023-12-09,274.79
2023-12-09,274.79
2023-12-09,274.79
2023-12-10,274.79
2023-12-10,274.79
2023-12-10,298.99
2023-12-10,298.99
2023-12-10,298.99
2023-12-11,298.99
2023-12-11,298.99
2023-12-12,298.99
2023-12-12,298.99
2023-12-13,274.79
2023-12-13,278.3
2023-12-13,274.79
2023-12-14,278.3
2023-12-15,274.79
2023-12-15,288.99
2023-12-15,298.99
2023-12-15,274.79
2023-12-16,298.99
2023-12-16,295.95
2023-12-17,295.96
2023-12-25,323.17
2023-12-25,318.99
2023-12-25,318.99
2023-12-26,318.99
2023-12-26,318.99
2023-12-26,314.99
2023-12-26,313.98
2023-12-27,314.99
2024-01-02,313.99
2024-01-03,313.99
2024-01-05,302.98
2024-01-05,302.98
2024-01-06,302.99
2024-01-06,302.99
2024-01-06,302.99
2024-01-06,302.99
2024-01-07,302.99
2024-01-07,302.99
2024-01-08,302.99
2024-01-08,299.99
2024-01-11,273.86
2024-01-11,273.86
2024-01-12,273.86
2024-01-12,280.09
2024-01-12,273.86
2024-01-13,273.86
2024-01-13,273.86
2024-01-14,273.86
2024-01-14,273.86
2024-01-14,273.86
2024-01-15,273.86
2024-01-15,273.86
2024-01-15,273.86
2024-01-16,273.86
2024-01-16,273.86
2024-01-18,299.99
2024-01-20,297.29
2024-01-21,299.99
2024-01-22,299.99
2024-01-24,313.99
2024-01-31,313.99
2024-02-03,303.99
2024-02-03,313.99
2024-02-03,302.99
2024-02-03,302.99
2024-02-04,302.99
2024-02-04,302.99
2024-02-04,313.99
2024-02-05,302.99
2024-02-05,302.99
2024-02-05,302.99
2024-02-05,313.99
2024-02-06,298.9
2024-02-06,298.9
2024-02-06,298.9
2024-02-06,298.9
2024-02-07,298.9
2024-02-07,298.9
2024-02-07,298.9
2024-02-07,313.99
2024-02-08,298.9
2024-02-08,298.9
2024-02-08,293.9
2024-02-08,293.9
2024-02-09,288.9
2024-02-09,288.9
2024-02-09,292.9
2024-02-09,292.9
2024-02-10,292.9
2024-02-10,292.9
2024-02-10,313.99
2024-02-11,292.9
2024-02-11,313.99
2024-02-11,313.99
2024-02-11,292.9
2024-02-12,292.9
2024-02-12,292.9
2024-02-12,292.9
2024-02-12,287.9
2024-02-13,287.9
2024-02-13,313.99
2024-02-13,289.99
2024-02-13,289.99
2024-02-14,313.99
2024-02-14,287.9
2024-02-14,292.9
2024-02-14,287.9
2024-02-15,287.9
2024-02-15,287.9
2024-02-15,313.99
2024-02-15,287.9
2024-02-16,287.9
2024-02-16,289.99
2024-02-16,287.9
2024-02-16,313.99
2024-02-17,287.9
2024-02-17,287.9
2024-02-17,313.99
2024-02-17,289.99
2024-02-17,313.99
2024-02-18,287.9
2024-02-18,287.9
2024-02-18,287.9
2024-02-18,287.9
2024-02-19,287.9
2024-02-19,287.9
2024-02-19,255.77
2024-02-19,287.9
2024-02-19,255.77
2024-02-20,287.7
2024-02-20,255.77
2024-02-20,287.7
2024-02-20,250.57
2024-02-21,282.7
2024-02-21,250.57
2024-02-21,282.6
2024-02-21,250.57
2024-02-21,287.9
2024-02-22,250.57
2024-02-22,282.6
2024-02-22,250.57
2024-02-22,287.9
2024-02-22,250.57
2024-02-23,282.6
2024-02-24,282.6
2024-02-24,250.57
2024-02-24,282.6
2024-02-24,282.6
2024-02-25,287.7
2024-02-25,287.7
2024-02-26,287.7
2024-02-26,250.57
2024-02-26,250.57
2024-02-27,250.57
2024-02-27,250.57
2024-02-28,250.57
2024-02-28,250.57
2024-02-28,247.87
2024-02-29,247.87
2024-02-29,247.87
2024-03-01,247.87
2024-03-01,247.87
2024-03-01,247.87
2024-03-02,247.87
2024-03-02,247.87
2024-03-03,247.87
2024-03-03,274.88
2024-03-03,274.88
2024-03-03,274.88
2024-03-04,274.88
2024-03-04,274.88
2024-03-07,274.88
2024-03-07,274.88
2024-03-08,274.88
2024-03-08,274.88
2024-03-08,274.88
2024-03-09,274.88
2024-03-09,274.88
2024-03-09,274.99
2024-03-09,274.88
2024-03-10,274.88
2024-03-10,274.88
2024-03-10,274.88
2024-03-10,274.88
2024-03-11,274.88
2024-03-11,274.88
2024-03-12,242.89
2024-03-12,242.89
2024-03-13,247.85
2024-03-13,247.85
2024-03-14,247.85
2024-03-14,247.85
2024-03-14,274.98
2024-03-14,247.85
2024-03-15,247.85
2024-03-15,247.85
2024-03-15,247.85
2024-03-16,274.98
2024-03-16,247.85
2024-03-16,247.85
2024-03-16,247.85
2024-03-17,247.85
2024-03-17,247.85
2024-03-18,247.85
2024-03-18,247.85
2024-03-18,247.85
2024-03-18,247.85
2024-03-19,279.99
2024-03-19,247.85
2024-03-19,279.99
2024-03-19,247.85
2024-03-19,279.99
2024-03-20,247.85
2024-03-20,279.99
2024-03-21,247.85
2024-03-21,279.99
2024-03-21,247.85
2024-03-22,279.99
2024-03-22,247.85
2024-03-23,279.99
2024-03-23,247.85
2024-03-23,279.99
2024-03-23,247.85
2024-03-23,279.99
2024-03-25,279.9
2024-03-25,279.9
2024-03-28,279.9
2024-03-29,278.8
2024-04-01,279.9
2024-04-01,278.8
2024-04-01,279.9
2024-04-02,309.99
2024-04-04,308.9
2024-04-04,308.9
2024-04-05,308.9
2024-04-05,308.89
2024-04-06,308.89
2024-04-06,308.89
2024-04-06,308.89
2024-04-07,308.89
2024-04-07,308.89
2024-04-07,308.89
2024-04-08,308.89
2024-04-08,308.89
2024-04-08,309.98
2024-04-08,309.97
2024-04-09,309.97
2024-04-09,309.97
2024-04-09,308.79
2024-04-09,308.79
2024-04-10,308.79
2024-04-10,309.97
2024-04-10,309.97
2024-04-10,309.97
2024-04-11,309.97
2024-04-22,309.98
2024-04-22,309.98
2024-04-23,309.98
2024-04-23,309.98
2024-04-23,308.8
2024-04-23,308.8
2024-04-24,308.8
2024-04-24,308.8
2024-04-24,308.8
2024-04-24,308.8
2024-04-24,308.8
2024-04-25,308.8
2024-04-25,308.8
2024-04-25,308.8
2024-04-26,308.8
2024-04-26,308.8
2024-04-26,308.8
2024-04-27,308.8
2024-04-27,308.8
2024-04-27,308.8
2024-04-28,308.8
2024-04-28,308.8
2024-04-28,308.8
2024-04-28,308.8
2024-04-29,308.8
2024-04-29,308.8
2024-04-29,308.8
2024-04-30,308.8
2024-04-30,308.8
2024-04-30,308.8
2024-05-01,308.8
2024-05-01,308.8
2024-05-01,308.8
2024-05-01,308.8
2024-05-02,308.8
2024-05-02,308.8
2024-05-02,308.8
2024-05-02,308.8
2024-05-03,308.8
2024-05-03,308.8
2024-05-03,308.8
2024-05-04,308.8
2024-05-04,308.8
2024-05-04,308.8
2024-05-04,308.8
2024-05-05,308.8
2024-05-05,308.8
2024-05-05,308.8
2024-05-05,308.8
2024-05-06,308.8
2024-05-06,305.99
2024-05-06,308.8
2024-05-06,308.8
2024-05-06,308.8
2024-05-07,308.8
2024-05-07,308.8
2024-05-08,308.8
2024-05-08,308.8
2024-05-08,308.8
2024-05-08,308.8
2024-05-09,308.8
2024-05-09,308.8
2024-05-10,308.8
2024-05-10,308.8
2024-05-10,293.9
2024-05-10,308.8
2024-05-11,308.8
2024-05-11,308.8
2024-05-11,308.8
2024-05-11,308.8
2024-05-12,308.8
2024-05-12,308.8
2024-05-13,308.8
2024-05-13,308.8
2024-05-15,293.9
2024-05-16,293.9
2024-05-17,293.9
2024-05-17,293.9
2024-05-18,293.9
2024-05-18,293.9
2024-05-18,293.9
2024-05-19,293.9
2024-05-19,293.9
2024-05-19,293.9
2024-05-20,293.9
2024-05-20,293.9
2024-05-20,293.9
2024-05-25,299.99
2024-06-13,364.95
2024-06-13,288.99
2024-06-13,288.8
2024-06-13,288.8
2024-06-14,288.8
2024-06-14,288.8
2024-06-14,288.8
2024-06-14,288.8
2024-06-15,288.8
2024-06-15,288.8
2024-06-15,288.8
2024-06-16,288.8
2024-06-16,288.8
2024-06-16,288.8
2024-06-16,288.8
2024-06-17,288.8
2024-06-17,288.8
2024-06-18,288.8
2024-06-18,288.8
2024-06-18,288.8
2024-06-19,288.8
2024-06-19,288.8
2024-06-19,288.8
2024-06-19,288.8
2024-06-20,288.8
2024-06-20,288.8
2024-06-20,288.8
2024-06-20,288.8
2024-06-21,288.8
2024-06-21,292.99
2024-06-21,292.99
2024-06-21,292.99
2024-06-22,292.99
2024-06-22,292.99
2024-06-22,292.99
2024-06-23,292.99
2024-06-23,292.99
2024-06-23,292.99
2024-06-24,292.99
2024-06-24,292.99
2024-06-24,292.9
2024-06-24,292.9
2024-06-25,292.9
2024-06-25,292.9
2024-06-25,292.9
2024-06-25,292.9
2024-06-25,292.9
2024-06-26,292.9
2024-06-26,292.9
2024-06-26,292.9
2024-06-27,292.9
2024-06-27,292.9
2024-06-27,292.9
2024-06-28,292.9
2024-06-28,292.9
2024-06-28,292.9
2024-06-29,292.9
2024-06-29,292.9
2024-06-29,292.9
2024-06-30,292.9
2024-06-30,292.9
2024-07-01,292.9
2024-07-01,299.99
2024-07-03,294.9
2024-07-03,294.9
2024-07-03,294.9
2024-07-04,294.9
2024-07-04,294.9
2024-07-04,294.9
2024-07-05,294.9
2024-07-05,294.9
2024-07-05,294.9
2024-07-06,294.9
2024-07-06,294.9
2024-07-06,294.9
2024-07-07,294.9
2024-07-07,294.9
2024-07-07,294.9
2024-07-08,294.9
2024-07-08,294.9
2024-07-09,294.9
2024-07-09,294.9
2024-07-10,294.9
2024-07-10,294.9
2024-07-10,294.9
2024-07-11,294.9
2024-07-12,294.9
2024-07-13,294.9
2024-07-13,294.9
2024-07-13,294.9
2024-07-13,294.9
2024-07-14,294.9
2024-07-14,294.9
2024-07-14,294.9
2024-07-26,299.19
2024-07-26,299.19
2024-07-26,298.4
2024-07-27,298.4
2024-07-27,298.4
2024-07-27,298.4
2024-07-27,298.4
2024-07-28,298.19
2024-07-28,296.19
2024-07-29,296.19
2024-07-29,298.4
2024-07-29,298.4
2024-08-02,314.15
2024-08-20,308.7
2024-08-22,289.99
2024-08-23,289.99
2024-08-27,279.99
2024-08-27,279.9
2024-08-28,279.9
2024-08-29,283.99
2024-08-29,279.9
2024-08-29,283.99
2024-08-30,279.9
2024-08-31,294.99
2024-09-02,294.99
2024-09-03,294.99
2024-09-04,299.8
2024-09-11,289.8
2024-09-12,289.8
2024-09-12,289.8
2024-09-13,289.8
2024-09-14,289.8
2024-09-17,289.8
2024-09-18,289.9
2024-09-18,289.8
2024-09-19,289.8
2024-09-20,279.99
2024-09-21,278.99
2024-09-21,279.99
2024-09-21,277.99
2024-09-22,276.99
2024-09-22,277.99
2024-09-22,276.99
2024-09-23,275.99
2024-09-23,276.99
2024-09-23,275.99
2024-09-24,287.8
2024-09-24,282.99
2024-09-25,289.9
2024-09-25,282.99
2024-09-25,287.8
2024-09-26,289.9
2024-09-26,284.99
2024-09-27,287.8
2024-09-27,284.99
2024-09-29,287.8
2024-09-30,284.99
2024-09-30,265.19
2024-09-30,284.99
2024-10-01,265.19
2024-10-01,284.99
2024-10-01,265.19
2024-10-01,284.99
2024-10-01,265.19
2024-10-01,282.99
2024-10-01,265.19
2024-10-02,282.99
2024-10-02,265.19
2024-10-02,287.8
2024-10-02,284.99
2024-10-03,265.19
2024-10-03,284.99
2024-10-03,282.99
2024-10-03,279.99
2024-10-03,284.99
2024-10-04,279.99
2024-10-04,279.99
2024-10-04,289.8
2024-10-05,284.99
2024-10-05,284.99
2024-10-05,284.99
2024-10-05,284.99
2024-10-06,284.99
2024-10-06,284.99
2024-10-06,287.8
2024-10-07,287.8
2024-10-07,287.8
2024-10-07,287.8
2024-10-08,287.8
2024-10-09,287.9
2024-10-09,280.99
2024-10-09,286.99
2024-10-10,284.99
2024-10-10,283.9
2024-10-10,286.8
2024-10-10,286.8
2024-10-11,284.99
2024-10-11,286.8
2024-10-12,286.8
2024-10-13,286.8
2024-10-14,294.8
2024-10-14,286.75
2024-10-15,286.75
2024-10-16,286.74
2024-10-16,279.99
2024-10-17,276.81
2024-10-17,286.7
2024-10-17,283.99
2024-10-20,283.99
2024-10-20,283.99
2024-10-22,283.99
2024-10-22,283.99
2024-10-23,283.99
2024-10-23,283.99
2024-10-30,295.95
2024-10-30,283.99
2024-10-31,279.99
2024-11-03,283.99
2024-11-04,279.99
2024-11-04,283.99
2024-11-04,283.99
2024-11-05,283.99
2024-11-05,283.99
2024-11-05,274.9
2024-11-10,279.99
2024-11-10,274.9
2024-11-13,259.99
2024-11-14,237.38
2024-11-14,259.99
2024-11-15,237.38
2024-11-15,259.99
2024-11-15,237.38
2024-11-15,259.99
2024-11-15,237.38
2024-11-23,274.9
2024-11-23,237.38
2024-11-26,269.99
2024-11-26,237.38
2024-11-27,274.9
2024-11-27,237.38
2024-11-27,274.9
2024-11-27,274.9
2024-11-28,274.9
2024-11-28,274.9
2024-11-28,274.9
2024-11-29,274.9
2024-11-29,246.99
2024-11-30,274.9
2024-11-30,274.9
2024-11-30,246.99
2024-11-30,274.9
2024-12-01,274.9
2024-12-01,274.9
2024-12-02,274.9
2024-12-02,274.9
2024-12-02,274.9
2024-12-03,274.9
2024-12-03,274.9
2024-12-03,274.9
2024-12-03,274.9
2024-12-04,274.9
2024-12-04,274.9
2024-12-04,274.9
2024-12-04,274.9
2024-12-14,299.99
2024-12-14,299.99
2024-12-15,299.99
2024-12-15,299.99
2024-12-18,289.99
2024-12-22,329.8
2024-12-22,289.99
2024-12-23,299.99
2024-12-24,289.99
2024-12-24,299.99
2024-12-24,289.99
2024-12-24,299.99
2024-12-25,289.99
2024-12-25,299.99
2024-12-25,289.99
2024-12-25,299.99
2024-12-25,289.99
2024-12-25,299.99
2024-12-26,289.99
2024-12-26,299.99
2024-12-26,289.99
2024-12-26,286.99
2024-12-28,248.99
2024-12-30,299.99
2024-12-30,299.99
2024-12-31,289.99
2024-12-31,289.99
2024-12-31,299.99
2024-12-31,289.99
2025-01-01,289.99
2025-01-01,299.99
2025-01-01,299.99
2025-01-01,299.99
2025-01-02,299.99
2025-01-02,299.99
2025-01-02,299.99
2025-01-02,299.99
2025-01-03,299.99
2025-01-03,289.99
2025-01-03,289.99
2025-01-03,299.99
2025-01-03,289.99
2025-01-03,299.99
2025-01-04,289.99
2025-01-04,299.99
2025-01-04,289.99
2025-01-04,289.99
2025-01-04,299.99
2025-01-04,289.99
2025-01-05,289.99
2025-01-05,289.99
2025-01-05,289.99
2025-01-05,289.99
2025-01-06,289.99
2025-01-06,289.99
2025-01-07,289.99
2025-01-07,289.99
2025-01-07,289.99
2025-01-07,289.99
2025-01-08,294.99
2025-01-08,289.99
2025-01-08,294.99
2025-01-08,294.99
2025-01-09,294.99
2025-01-09,294.99
2025-01-09,294.99
2025-01-17,265.99
2025-01-17,259.99
2025-01-19,264.98
2025-01-19,262.8
2025-01-20,248.5
2025-01-21,248.9
2025-01-22,225.85
2025-01-22,248.9
2025-01-23,269.99
2025-01-23,279.99
2025-01-24,279.99
2025-01-25,279.99
2025-01-26,279.99
2025-01-29,299.99
2025-01-31,309.99
2025-02-01,314.99
2025-02-04,309.99
2025-02-04,299.99
2025-02-05,289.99
2025-02-07,269.99
2025-02-20,279.9
2025-02-20,279.9
2025-02-20,279.9
2025-02-21,279.9
2025-02-21,279.99
2025-02-21,279.99
2025-02-22,279.99
2025-02-22,279.99
2025-02-22,279.99
2025-02-22,279.99
2025-02-23,279.99
2025-02-23,279.99
2025-02-23,279.99
2025-02-24,279.99
2025-03-07,269.99
2025-03-08,269.99
2025-03-21,249.99
2025-03-22,299.9
2025-03-22,249.99
2025-03-27,249.99
2025-03-28,249.99
2025-03-28,244.99
2025-03-28,244.9
2025-03-28,244.99
2025-03-29,244.9
2025-03-29,244.99
2025-04-02,279.99
2025-04-02,279.99
2025-04-02,279.99
2025-04-02,279.99
2025-04-02,279.99
2025-04-03,279.99
2025-04-03,279.99
2025-04-03,279.99
2025-04-04,279.99
2025-04-04,279.99
2025-04-04,279.99
2025-04-04,279.99
2025-04-05,279.99
2025-04-05,279.99
2025-04-06,279.99
2025-04-06,279.99
2025-04-06,279.99
2025-04-07,279.99
2025-04-09,299.99
2025-04-09,293.9
2025-04-10,289.9
2025-04-10,279.8
2025-04-11,278.9
2025-04-12,278.9
2025-04-17,256.39
2025-04-18,256.39
2025-04-18,256.39
2025-04-18,256.39
2025-04-19,256.39
2025-04-20,256.39
2025-04-20,256.39
2025-04-21,256.39
2025-04-22,256.39
2025-04-22,256.39
2025-04-23,256.39
2025-04-23,256.39
2025-04-25,256.39
2025-05-19,266.39
2025-05-20,266.39
2025-05-20,266.39
2025-05-20,266.39
2025-05-20,266.39
2025-05-21,266.39
2025-05-21,285.9
2025-05-21,266.39
2025-05-21,284.9
2025-05-22,266.39
2025-05-22,284.9
2025-05-22,266.39
2025-05-22,292.9
2025-05-22,292.9
2025-05-22,292.9
2025-05-23,299.9
2025-05-23,299.9
2025-05-23,299.9
2025-05-24,299.9
2025-05-24,305.9
2025-05-27,302.49
2025-05-27,302.49
2025-05-28,302.49
2025-06-02,302.49
2025-06-02,302.49
2025-06-02,295.9
2025-06-03,295.9
2025-06-03,295.9
2025-06-03,295.9
2025-06-04,299.9
2025-06-04,299.9
2025-06-05,266.39
2025-06-06,299.9
2025-06-06,266.39
2025-06-07,266.39
2025-06-08,266.39
2025-06-08,302.49
2025-06-08,266.39
2025-06-11,298.49
2025-06-11,266.39
2025-06-14,298.49
2025-06-14,266.39
2025-06-15,259.98
2025-06-15,266.39
2025-06-15,259.98
2025-06-15,266.39
